CONTROL,WEIGHT,TENURE,INCOME,RENT,MORT_AMT,HOME_VAL,MOVE_YEAR,DIVISION,METRO,TOTROOMS,PERPOVLVL,SOURCE,SURVEY_YEAR,IS_OWNER,IS_RENTER,EDU_TIER,YEARS_US,DIV_MEDIAN_RENT,Rp,LATE_PAYMENT_FLAG,EVICTION_THREAT,HOUSING_DISTRESS,E_norm,T_norm,HC_WCI
11026721,1158.4561253,1,125000.0,,,295954.0,1983.0,2,37980,7,501.0,AHS_2023,2023,1,0,4.0,30.0,930.0,,,,,0.75,1.0,
11026722,4318.9025692,2,30000.0,2100.0,,,2021.0,2,35620,3,192.0,AHS_2023,2023,0,1,3.0,2.0,930.0,2.2580645161290325,,,,0.5,0.06666666666666667,0.9415770609318997
11026723,2671.045164,,,,,249019.0,,8,99998,5,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026724,2671.045164,,,,,,,8,99998,4,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026726,442.72773058,2,18000.0,260.0,,,2018.0,2,35620,3,125.0,AHS_2023,2023,0,1,4.0,5.0,930.0,0.27956989247311825,0.0,0.0,0.0,0.75,0.16666666666666666,0.39874551971326166
11026727,1385.4828996,1,156000.0,,924.0,472330.0,2014.0,8,38060,8,501.0,AHS_2023,2023,1,0,5.0,9.0,1300.0,,0.0,,0.0,1.0,0.3,
11026730,1149.8255143,2,32400.0,4700.0,,,2022.0,8,38060,3,224.0,AHS_2023,2023,0,1,3.0,1.0,1300.0,2.6881720430107525,,,,0.5,0.03333333333333333,1.0738351254480285
11026731,647.96007659,,,,,,,8,38060,3,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026732,1149.8255143,1,120000.0,,0.0,874196.0,2003.0,8,38060,7,501.0,AHS_2023,2023,1,0,4.0,20.0,1300.0,,,,,0.75,0.6666666666666666,
11026736,1149.8255143,1,67800.0,,,147163.0,2021.0,8,38060,3,376.0,AHS_2023,2023,1,0,2.0,2.0,1300.0,,,,,0.25,0.06666666666666667,
11026737,1385.4828996,3,30000.0,,,,2023.0,8,38060,3,192.0,AHS_2023,2023,0,0,3.0,0.0,1300.0,,,0.0,,0.5,0.0,
11026738,1385.4828996,2,50000.0,1900.0,,,2022.0,8,38060,5,319.0,AHS_2023,2023,0,1,3.0,1.0,1300.0,1.4615384615384615,0.0,0.0,0.0,0.5,0.03333333333333333,0.6649572649572649
11026739,1385.4828996,1,81000.0,,2407.0,51019.0,2017.0,8,38060,6,501.0,AHS_2023,2023,1,0,4.0,6.0,1300.0,,,,,0.75,0.2,
11026741,1385.4828996,1,108000.0,,3081.0,382839.0,2022.0,8,38060,4,501.0,AHS_2023,2023,1,0,5.0,1.0,1300.0,,,,,1.0,0.03333333333333333,
11026742,1385.4828996,2,37000.0,1000.0,,,2005.0,8,38060,5,184.0,AHS_2023,2023,0,1,3.0,18.0,1300.0,0.7692307692307693,0.0,0.0,0.0,0.5,0.6,0.6230769230769231
11026745,1149.8255143,1,49600.0,,,527971.0,2004.0,8,38060,7,271.0,AHS_2023,2023,1,0,3.0,19.0,1300.0,,,,,0.5,0.6333333333333333,
11026746,1385.4828996,2,118000.0,2200.0,,,2021.0,8,38060,5,501.0,AHS_2023,2023,0,1,4.0,2.0,1300.0,1.6923076923076923,,,,0.75,0.06666666666666667,0.8363247863247865
11026748,1385.4828996,1,500000.0,,2731.0,798616.0,2006.0,8,38060,9,501.0,AHS_2023,2023,1,0,5.0,17.0,1300.0,,0.0,,0.0,1.0,0.5666666666666667,
11026749,1133.1955984,,,,,314730.0,,8,38060,6,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026751,1149.8255143,1,19600.0,,,881886.0,1991.0,8,38060,7,108.0,AHS_2023,2023,1,0,5.0,30.0,1300.0,,,,,1.0,1.0,
11026755,708.86986296,2,1000.0,270.0,,,2016.0,8,38060,3,7.0,AHS_2023,2023,0,1,4.0,7.0,1300.0,0.2076923076923077,0.0,0.0,0.0,0.75,0.23333333333333334,0.397008547008547
11026757,2113.1432887,1,120000.0,,1293.0,328776.0,2019.0,2,37980,7,501.0,AHS_2023,2023,1,0,3.0,4.0,930.0,,,,,0.5,0.13333333333333333,
11026761,2467.7010673,,,,,439828.0,,2,35620,3,,AHS_2023,2023,0,0,,,930.0,,,,,,,
11026762,4479.0488561,1,26000.0,,845.0,292434.0,2003.0,8,99998,6,144.0,AHS_2023,2023,1,0,4.0,20.0,1300.0,,0.0,,0.0,0.75,0.6666666666666666,
11026763,2671.045164,,,,,1491120.0,,8,99998,7,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026764,6034.4123743,1,80000.0,,1349.0,154269.0,2008.0,5,99998,6,501.0,AHS_2023,2023,1,0,5.0,15.0,1200.0,,,,,1.0,0.5,
11026766,385.67867256,2,9000.0,210.0,,,2009.0,2,35620,3,63.0,AHS_2023,2023,0,1,2.0,14.0,930.0,0.22580645161290322,,,,0.25,0.4666666666666667,0.31415770609319
11026771,1494.842829,1,40000.0,,,59749.0,2008.0,8,38060,5,106.0,AHS_2023,2023,1,0,3.0,15.0,1300.0,,,,,0.5,0.5,
11026772,1385.4828996,1,200000.0,,1888.0,798080.0,2018.0,8,38060,10,501.0,AHS_2023,2023,1,0,5.0,5.0,1300.0,,,,,1.0,0.16666666666666666,
11026773,1240.584366,2,55000.0,2200.0,,,2021.0,8,38060,4,233.0,AHS_2023,2023,0,1,4.0,2.0,1300.0,1.6923076923076923,,,,0.75,0.06666666666666667,0.8363247863247865
11026777,1385.4828996,1,90000.0,,914.0,376202.0,2015.0,8,38060,6,384.0,AHS_2023,2023,1,0,4.0,8.0,1300.0,,,,,0.75,0.26666666666666666,
11026779,1494.842829,2,62800.0,270.0,,,2016.0,8,38060,4,315.0,AHS_2023,2023,0,1,5.0,7.0,1300.0,0.2076923076923077,,,,1.0,0.23333333333333334,0.48034188034188036
11026781,1385.4828996,1,185000.0,,,853294.0,2019.0,8,38060,7,501.0,AHS_2023,2023,1,0,3.0,4.0,1300.0,,,,,0.5,0.13333333333333333,
11026784,1494.842829,1,205000.0,,2850.0,652479.0,2020.0,8,38060,6,501.0,AHS_2023,2023,1,0,4.0,3.0,1300.0,,,,,0.75,0.1,
11026786,1494.842829,2,76000.0,1500.0,,,2020.0,8,38060,5,315.0,AHS_2023,2023,0,1,4.0,3.0,1300.0,1.1538461538461537,0.0,0.0,0.0,0.75,0.1,0.6679487179487179
11026788,1385.4828996,1,343000.0,,2302.0,878551.0,2020.0,8,38060,8,501.0,AHS_2023,2023,1,0,5.0,3.0,1300.0,,0.0,,0.0,1.0,0.1,
11026791,1385.4828996,1,90000.0,,239.0,88691.0,1999.0,8,38060,6,448.0,AHS_2023,2023,1,0,5.0,24.0,1300.0,,0.0,,0.0,1.0,0.8,
11026792,1494.842829,1,155000.0,,,680954.0,2020.0,8,38060,6,432.0,AHS_2023,2023,1,0,3.0,3.0,1300.0,,,,,0.5,0.1,
11026793,1385.4828996,1,180300.0,,4633.0,1951209.0,2020.0,8,38060,7,501.0,AHS_2023,2023,1,0,4.0,3.0,1300.0,,,,,0.75,0.1,
11026795,1149.8255143,1,104300.0,,,998031.0,2022.0,8,38060,6,501.0,AHS_2023,2023,1,0,5.0,1.0,1300.0,,,,,1.0,0.03333333333333333,
11026796,3851.8124466,1,173000.0,,904.0,496251.0,2021.0,8,99998,5,501.0,AHS_2023,2023,1,0,4.0,2.0,1300.0,,0.0,,0.0,0.75,0.06666666666666667,
11026797,1049.5777224,1,45000.0,,1767.0,299982.0,2022.0,2,37980,7,148.0,AHS_2023,2023,1,0,4.0,1.0,930.0,,,,,0.75,0.03333333333333333,
11026798,1217.679194,1,59000.0,,976.0,232123.0,2021.0,5,37980,6,325.0,AHS_2023,2023,1,0,5.0,2.0,1200.0,,,,,1.0,0.06666666666666667,
11026799,4808.7720868,1,146000.0,,2372.0,501475.0,2020.0,2,35620,3,467.0,AHS_2023,2023,1,0,5.0,3.0,930.0,,0.0,,0.0,1.0,0.1,
11026800,4382.3134763,2,20000.0,1000.0,,,2021.0,2,35620,3,100.0,AHS_2023,2023,0,1,4.0,2.0,930.0,1.075268817204301,0.0,0.0,0.0,0.75,0.06666666666666667,0.6306451612903226
11026801,4613.7096641,1,139900.0,,,760300.0,1985.0,2,35620,8,501.0,AHS_2023,2023,1,0,5.0,30.0,930.0,,,,,1.0,1.0,
11026803,2098.3710578,,,,,,,5,99998,6,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11026806,1621.106636,2,61600.0,2000.0,,,2017.0,8,38060,5,262.0,AHS_2023,2023,0,1,4.0,6.0,1300.0,1.5384615384615385,0.0,0.0,0.0,0.75,0.2,0.8294871794871795
11026808,1385.4828996,1,40000.0,,,368658.0,2018.0,8,38060,4,257.0,AHS_2023,2023,1,0,3.0,5.0,1300.0,,,,,0.5,0.16666666666666666,
11026810,1385.4828996,1,92300.0,,1714.0,477065.0,2014.0,8,38060,6,446.0,AHS_2023,2023,1,0,5.0,9.0,1300.0,,,,,1.0,0.3,
11026811,1385.4828996,2,155000.0,2000.0,,,2022.0,8,38060,4,501.0,AHS_2023,2023,0,1,5.0,1.0,1300.0,1.5384615384615385,,,,1.0,0.03333333333333333,0.8572649572649572
11026813,1385.4828996,1,140000.0,,,668543.0,2004.0,8,38060,7,501.0,AHS_2023,2023,1,0,5.0,19.0,1300.0,,,,,1.0,0.6333333333333333,
11026814,1149.8255143,2,40000.0,1800.0,,,2018.0,8,38060,4,199.0,AHS_2023,2023,0,1,4.0,5.0,1300.0,1.3846153846153846,0.0,0.0,0.0,0.75,0.16666666666666666,0.767094017094017
11026815,5767.3446561,1,476000.0,,,1741621.0,2022.0,2,35620,9,501.0,AHS_2023,2023,1,0,5.0,1.0,930.0,,,,,1.0,0.03333333333333333,
11026817,1385.4828996,1,180000.0,,1442.0,428038.0,2008.0,8,38060,8,501.0,AHS_2023,2023,1,0,4.0,15.0,1300.0,,,,,0.75,0.5,
11026819,1149.8255143,2,36600.0,4700.0,,,2020.0,8,38060,5,255.0,AHS_2023,2023,0,1,3.0,3.0,1300.0,2.6881720430107525,,,,0.5,0.1,1.0960573476702509
11026825,1621.106636,1,25000.0,,,58014.0,2015.0,8,38060,5,160.0,AHS_2023,2023,1,0,3.0,8.0,1300.0,,,,,0.5,0.26666666666666666,
11026826,1494.842829,1,365000.0,,1266.0,1017592.0,2015.0,8,38060,6,501.0,AHS_2023,2023,1,0,5.0,8.0,1300.0,,0.0,,0.0,1.0,0.26666666666666666,
11026827,1621.106636,2,162000.0,1500.0,,,2023.0,8,38060,4,442.0,AHS_2023,2023,0,1,5.0,0.0,1300.0,1.1538461538461537,,,,1.0,0.0,0.717948717948718
11026832,1385.4828996,1,103000.0,,1339.0,614862.0,2022.0,8,38060,6,501.0,AHS_2023,2023,1,0,3.0,1.0,1300.0,,0.0,,0.0,0.5,0.03333333333333333,
11026833,2332.3511296,1,90000.0,,671.0,243842.0,2017.0,2,37980,4,448.0,AHS_2023,2023,1,0,4.0,6.0,930.0,,0.0,,0.0,0.75,0.2,
11026835,1899.8830117,1,175000.0,,1956.0,503014.0,2021.0,5,47900,7,501.0,AHS_2023,2023,1,0,5.0,2.0,1200.0,,,,,1.0,0.06666666666666667,
11026837,4479.0488561,1,180300.0,,1024.0,372964.0,2021.0,8,99998,7,501.0,AHS_2023,2023,1,0,5.0,2.0,1300.0,,,,,1.0,0.06666666666666667,
11026838,8353.4919087,1,65000.0,,,151462.0,1963.0,2,99998,5,416.0,AHS_2023,2023,1,0,4.0,30.0,930.0,,,,,0.75,1.0,
11026842,1385.4828996,2,4600.0,1500.0,,,2019.0,8,38060,4,23.0,AHS_2023,2023,0,1,4.0,4.0,1300.0,1.1538461538461537,0.0,0.0,0.0,0.75,0.13333333333333333,0.679059829059829
11026843,1385.4828996,1,15000.0,,,1000.0,2003.0,8,38060,3,97.0,AHS_2023,2023,1,0,3.0,20.0,1300.0,,,,,0.5,0.6666666666666666,
11026845,647.96007659,,,,,468793.0,,8,38060,5,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026849,1385.4828996,2,76520.0,1300.0,,,2022.0,8,38060,6,379.0,AHS_2023,2023,0,1,4.0,1.0,1300.0,1.0,,,,0.75,0.03333333333333333,0.5944444444444444
11026853,1385.4828996,1,76200.0,,,431147.0,2012.0,8,38060,5,381.0,AHS_2023,2023,1,0,5.0,11.0,1300.0,,,,,1.0,0.36666666666666664,
11026854,1149.8255143,1,19580.0,,1225.0,472619.0,1987.0,8,38060,10,137.0,AHS_2023,2023,1,0,5.0,30.0,1300.0,,0.0,,0.0,1.0,1.0,
11026855,647.96007659,,,,,707014.0,,8,38060,8,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026857,1494.842829,2,62000.0,1300.0,,,2015.0,8,38060,8,197.0,AHS_2023,2023,0,1,3.0,8.0,1300.0,1.0,,,,0.5,0.26666666666666666,0.5888888888888889
11026858,1385.4828996,1,150000.0,,1969.0,537716.0,2019.0,8,38060,8,494.0,AHS_2023,2023,1,0,3.0,4.0,1300.0,,0.0,,0.0,0.5,0.13333333333333333,
11026865,1385.4828996,1,0.0,,,352063.0,1997.0,8,38060,7,1.0,AHS_2023,2023,1,0,4.0,26.0,1300.0,,,,,0.75,0.8666666666666667,
11026866,1621.106636,2,12000.0,1200.0,,,2020.0,8,38060,3,77.0,AHS_2023,2023,0,1,4.0,3.0,1300.0,0.9230769230769231,,,,0.75,0.1,0.591025641025641
11026868,6078.0368157,1,20000.0,,,615113.0,2018.0,8,99998,6,100.0,AHS_2023,2023,1,0,5.0,5.0,1300.0,,,,,1.0,0.16666666666666666,
11026870,5983.1990354,1,40000.0,,324.0,159704.0,2019.0,8,99998,3,257.0,AHS_2023,2023,1,0,4.0,4.0,1300.0,,,,,0.75,0.13333333333333333,
11026879,647.96007659,,,,,1480.0,,8,38060,3,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026881,1149.8255143,1,5400.0,,1236.0,420078.0,1985.0,8,38060,7,38.0,AHS_2023,2023,1,0,5.0,30.0,1300.0,,0.0,,0.0,1.0,1.0,
11026882,1149.8255143,1,81000.0,,,498748.0,1999.0,8,38060,5,448.0,AHS_2023,2023,1,0,4.0,24.0,1300.0,,,,,0.75,0.8,
11026883,1385.4828996,2,60000.0,1200.0,,,2023.0,8,38060,4,300.0,AHS_2023,2023,0,1,5.0,0.0,1300.0,0.9230769230769231,,,,1.0,0.0,0.6410256410256411
11026886,647.96007659,,,,,347903.0,,8,38060,4,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026887,647.96007659,,,,,116570.0,,8,38060,5,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026889,1385.4828996,3,59000.0,,,,2011.0,8,38060,7,291.0,AHS_2023,2023,0,0,4.0,12.0,1300.0,,,,,0.75,0.4,
11026890,1149.8255143,1,34900.0,,,743964.0,2017.0,8,38060,6,194.0,AHS_2023,2023,1,0,5.0,6.0,1300.0,,,,,1.0,0.2,
11026891,647.96007659,,,,,,,8,38060,3,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026894,1149.8255143,1,5100.0,,910.0,735409.0,2016.0,8,38060,7,35.0,AHS_2023,2023,1,0,4.0,7.0,1300.0,,,,,0.75,0.23333333333333334,
11026895,1385.4828996,1,132000.0,,,617038.0,2020.0,8,38060,8,501.0,AHS_2023,2023,1,0,5.0,3.0,1300.0,,,,,1.0,0.1,
11026897,1149.8255143,1,283600.0,,2024.0,1935266.0,2002.0,8,38060,9,501.0,AHS_2023,2023,1,0,5.0,21.0,1300.0,,0.0,,0.0,1.0,0.7,
11026901,1667.3153361,2,140000.0,1000.0,,,2003.0,5,37980,6,501.0,AHS_2023,2023,0,1,5.0,20.0,1200.0,0.8333333333333334,0.0,0.0,0.0,1.0,0.6666666666666666,0.8333333333333334
11026905,4318.9025692,2,60000.0,1000.0,,,2022.0,2,35620,4,299.0,AHS_2023,2023,0,1,3.0,1.0,930.0,1.075268817204301,,,,0.5,0.03333333333333333,0.5362007168458781
11026912,1149.8255143,1,108000.0,,684.0,285274.0,1999.0,8,38060,5,501.0,AHS_2023,2023,1,0,5.0,24.0,1300.0,,,,,1.0,0.8,
11026915,647.96007659,,,,,,,8,38060,4,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026917,710.93056953,2,17000.0,290.0,,,2020.0,2,35620,3,110.0,AHS_2023,2023,0,1,3.0,3.0,930.0,0.3118279569892473,,,,0.5,0.1,0.3039426523297491
11026919,1621.106636,2,67000.0,1200.0,,,2020.0,8,38060,4,429.0,AHS_2023,2023,0,1,4.0,3.0,1300.0,0.9230769230769231,,,,0.75,0.1,0.591025641025641
11026923,1385.4828996,1,85000.0,,2229.0,506550.0,2018.0,8,38060,6,426.0,AHS_2023,2023,1,0,4.0,5.0,1300.0,,,,,0.75,0.16666666666666666,
11026926,1494.842829,1,90000.0,,798.0,378447.0,2009.0,8,38060,7,501.0,AHS_2023,2023,1,0,4.0,14.0,1300.0,,0.0,,0.0,0.75,0.4666666666666667,
11026927,1240.584366,1,156900.0,,1152.0,434885.0,2014.0,8,38060,5,501.0,AHS_2023,2023,1,0,4.0,9.0,1300.0,,0.0,,0.0,0.75,0.3,
11026930,1149.8255143,1,88000.0,,,446101.0,1999.0,8,38060,7,482.0,AHS_2023,2023,1,0,4.0,24.0,1300.0,,,,,0.75,0.8,
11026934,647.96007659,,,,,390849.0,,8,38060,6,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026935,1494.842829,1,366000.0,,2628.0,851245.0,2019.0,8,38060,8,501.0,AHS_2023,2023,1,0,5.0,4.0,1300.0,,,,,1.0,0.13333333333333333,
11026936,1385.4828996,1,96000.0,,,2214386.0,2014.0,8,38060,8,466.0,AHS_2023,2023,1,0,5.0,9.0,1300.0,,,,,1.0,0.3,
11026939,3851.8124466,1,82000.0,,,394591.0,2007.0,8,99998,7,455.0,AHS_2023,2023,1,0,5.0,16.0,1300.0,,,,,1.0,0.5333333333333333,
11026940,2332.3511296,1,150000.0,,750.0,468052.0,2016.0,2,37980,7,494.0,AHS_2023,2023,1,0,3.0,7.0,930.0,,,,,0.5,0.23333333333333334,
11026941,510.86339068,2,420.0,240.0,,,2009.0,5,99998,5,3.0,AHS_2023,2023,0,1,2.0,14.0,1200.0,0.2,,,,0.25,0.4666666666666667,0.3055555555555556
11026942,2098.3710578,,,,,,,5,99998,6,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11026943,2098.3710578,,,,,,,5,99998,4,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11026944,9047.5876035,3,60000.0,,,,2007.0,8,99999,7,387.0,AHS_2023,2023,0,0,2.0,16.0,1300.0,,,0.0,,0.25,0.5333333333333333,
11026945,7852.6196933,1,70000.0,,,533705.0,1980.0,2,35620,6,387.0,AHS_2023,2023,1,0,3.0,30.0,930.0,,,,,0.5,1.0,
11026946,1385.4828996,1,10000.0,,,395550.0,2022.0,8,38060,4,64.0,AHS_2023,2023,1,0,5.0,1.0,1300.0,,,,,1.0,0.03333333333333333,
11026947,1149.8255143,1,18400.0,,118.0,220298.0,1988.0,8,38060,4,128.0,AHS_2023,2023,1,0,2.0,30.0,1300.0,,0.0,,0.0,0.25,1.0,
11026948,1494.842829,2,60400.0,850.0,,,1983.0,8,38060,6,109.0,AHS_2023,2023,0,1,3.0,30.0,1300.0,0.6538461538461539,0.0,0.0,0.0,0.5,1.0,0.717948717948718
11026951,647.96007659,,,,,,,8,38060,4,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026953,1494.842829,1,134000.0,,1050.0,575725.0,2018.0,8,38060,8,442.0,AHS_2023,2023,1,0,5.0,5.0,1300.0,,,,,1.0,0.16666666666666666,
11026954,1149.8255143,1,115000.0,,1673.0,816706.0,1999.0,8,38060,8,501.0,AHS_2023,2023,1,0,4.0,24.0,1300.0,,0.0,,0.0,0.75,0.8,
11026956,1385.4828996,1,2000.0,,,530664.0,2012.0,8,38060,6,6.0,AHS_2023,2023,1,0,4.0,11.0,1300.0,,,,,0.75,0.36666666666666664,
11026957,1385.4828996,1,210000.0,,,1046231.0,2009.0,8,38060,7,501.0,AHS_2023,2023,1,0,5.0,14.0,1300.0,,,,,1.0,0.4666666666666667,
11026961,647.96007659,,,,,,,8,38060,5,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026962,1385.4828996,1,87000.0,,2409.0,433094.0,2014.0,8,38060,5,501.0,AHS_2023,2023,1,0,5.0,9.0,1300.0,,,,,1.0,0.3,
11026965,1385.4828996,1,172000.0,,1008.0,441354.0,2009.0,8,38060,6,501.0,AHS_2023,2023,1,0,5.0,14.0,1300.0,,0.0,,0.0,1.0,0.4666666666666667,
11026966,1149.8255143,1,5900.0,,,770914.0,2015.0,8,38060,8,33.0,AHS_2023,2023,1,0,3.0,8.0,1300.0,,,,,0.5,0.26666666666666666,
11026967,1385.4828996,2,90000.0,1300.0,,,2021.0,8,38060,3,501.0,AHS_2023,2023,0,1,5.0,2.0,1300.0,1.0,,,,1.0,0.06666666666666667,0.688888888888889
11026968,647.96007659,,,,,589577.0,,8,38060,8,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026972,647.96007659,,,,,444819.0,,8,38060,5,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026974,2332.3511296,1,36990.0,,,257426.0,2020.0,2,37980,5,237.0,AHS_2023,2023,1,0,4.0,3.0,930.0,,,,,0.75,0.1,
11026977,3791.7112405,1,84780.0,,,349373.0,2022.0,8,99998,6,465.0,AHS_2023,2023,1,0,5.0,1.0,1300.0,,,,,1.0,0.03333333333333333,
11026979,4479.0488561,2,13800.0,720.0,,,2013.0,8,99998,4,96.0,AHS_2023,2023,0,1,4.0,10.0,1300.0,0.5538461538461539,0.0,0.0,0.0,0.75,0.3333333333333333,0.5457264957264957
11026981,2098.3710578,,,,,205557.0,,5,99998,6,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11026982,4421.7740677,1,100000.0,,,183499.0,1995.0,5,99998,8,501.0,AHS_2023,2023,1,0,2.0,28.0,1200.0,,,,,0.25,0.9333333333333333,
11026983,3728.1852093,1,130000.0,,1673.0,338598.0,2014.0,5,99998,5,501.0,AHS_2023,2023,1,0,5.0,9.0,1200.0,,,,,1.0,0.3,
11026985,8353.4919087,1,85000.0,,812.0,201732.0,2021.0,2,99998,3,501.0,AHS_2023,2023,1,0,5.0,2.0,930.0,,0.0,,0.0,1.0,0.06666666666666667,
11026987,1385.4828996,2,119700.0,1800.0,,,2012.0,8,38060,5,501.0,AHS_2023,2023,0,1,5.0,11.0,1300.0,1.3846153846153846,,,,1.0,0.36666666666666664,0.917094017094017
11026990,1621.106636,1,270000.0,,1729.0,557955.0,2020.0,8,38060,7,501.0,AHS_2023,2023,1,0,5.0,3.0,1300.0,,0.0,,0.0,1.0,0.1,
11026993,647.96007659,,,,,322341.0,,8,38060,6,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11026996,1149.8255143,1,117300.0,,,937693.0,2001.0,8,38060,6,501.0,AHS_2023,2023,1,0,4.0,22.0,1300.0,,,,,0.75,0.7333333333333333,
11026997,1240.584366,1,32900.0,,,232206.0,2002.0,8,38060,5,141.0,AHS_2023,2023,1,0,3.0,21.0,1300.0,,,,,0.5,0.7,
11026999,1494.842829,1,119000.0,,863.0,418294.0,2008.0,8,38060,6,495.0,AHS_2023,2023,1,0,4.0,15.0,1300.0,,0.0,,0.0,0.75,0.5,
11027001,647.96007659,,,,,,,8,38060,4,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11027002,1149.8255143,2,25000.0,850.0,,,2000.0,8,38060,6,172.0,AHS_2023,2023,0,1,5.0,23.0,1300.0,0.6538461538461539,,,,1.0,0.7666666666666667,0.8068376068376067
11027003,1149.8255143,1,67000.0,,1428.0,455711.0,2003.0,8,38060,5,372.0,AHS_2023,2023,1,0,4.0,20.0,1300.0,,,,,0.75,0.6666666666666666,
11027005,1385.4828996,1,90000.0,,,296892.0,2018.0,8,38060,6,450.0,AHS_2023,2023,1,0,5.0,5.0,1300.0,,,,,1.0,0.16666666666666666,
11027006,1240.584366,1,29900.0,,564.0,335967.0,1980.0,8,38060,8,209.0,AHS_2023,2023,1,0,4.0,30.0,1300.0,,0.0,,0.0,0.75,1.0,
11027008,1385.4828996,2,60000.0,2200.0,,,2021.0,8,38060,4,199.0,AHS_2023,2023,0,1,5.0,2.0,1300.0,1.6923076923076923,0.0,0.0,0.0,1.0,0.06666666666666667,0.9196581196581198
11027009,1494.842829,1,125000.0,,,563489.0,2012.0,8,38060,8,269.0,AHS_2023,2023,1,0,1.0,11.0,1300.0,,,,,0.0,0.36666666666666664,
11027011,1385.4828996,1,100000.0,,1617.0,319254.0,2023.0,8,38060,6,497.0,AHS_2023,2023,1,0,5.0,0.0,1300.0,,0.0,,0.0,1.0,0.0,
11027013,1385.4828996,1,77000.0,,1171.0,510830.0,2015.0,8,38060,5,251.0,AHS_2023,2023,1,0,4.0,8.0,1300.0,,0.0,,0.0,0.75,0.26666666666666666,
11027015,647.96007659,,,,,524048.0,,8,38060,5,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11027016,6078.0368157,1,50000.0,,,429869.0,2015.0,8,99998,5,250.0,AHS_2023,2023,1,0,3.0,8.0,1300.0,,,,,0.5,0.26666666666666666,
11027020,3182.0493725,2,160000.0,1800.0,,,2020.0,2,35620,5,501.0,AHS_2023,2023,0,1,5.0,3.0,930.0,1.935483870967742,,,,1.0,0.1,1.0118279569892474
11027021,2695.4639137,2,176000.0,1600.0,,,2018.0,2,35620,3,501.0,AHS_2023,2023,0,1,5.0,5.0,930.0,1.7204301075268817,0.0,0.0,0.0,1.0,0.16666666666666666,0.9623655913978495
11027023,4779.7080319,1,533000.0,,1143.0,299429.0,2018.0,1,99999,7,501.0,AHS_2023,2023,1,0,3.0,5.0,1100.0,,,,,0.5,0.16666666666666666,
11027026,6189.3571386,1,118000.0,,,564647.0,2008.0,7,99999,9,501.0,AHS_2023,2023,1,0,5.0,15.0,1100.0,,,,,1.0,0.5,
11027027,5708.3931161,1,46000.0,,713.0,307157.0,2010.0,5,99998,5,319.0,AHS_2023,2023,1,0,3.0,13.0,1200.0,,0.0,,0.0,0.5,0.43333333333333335,
11027031,1327.9095874,2,154200.0,2800.0,,,2020.0,1,14460,5,500.0,AHS_2023,2023,0,1,5.0,3.0,1100.0,2.5454545454545454,0.0,0.0,0.0,1.0,0.1,1.215151515151515
11027033,834.84091784,2,36600.0,1300.0,,,2021.0,1,14460,4,157.0,AHS_2023,2023,0,1,3.0,2.0,1100.0,1.1818181818181819,0.0,0.0,0.0,0.5,0.06666666666666667,0.5828282828282828
11027034,1106.8702225,1,302500.0,,,1016277.0,1987.0,1,14460,7,501.0,AHS_2023,2023,1,0,5.0,30.0,1100.0,,,,,1.0,1.0,
11027038,6923.4788538,1,539260.0,,2357.0,2079152.0,2020.0,5,99998,10,501.0,AHS_2023,2023,1,0,5.0,3.0,1200.0,,,,,1.0,0.1,
11027039,9620.7664763,2,103000.0,1400.0,,,1986.0,5,99998,6,501.0,AHS_2023,2023,0,1,5.0,30.0,1200.0,1.1666666666666667,0.0,0.0,0.0,1.0,1.0,1.0555555555555556
11027041,275.19450382,2,9000.0,340.0,,,2018.0,1,99998,4,43.0,AHS_2023,2023,0,1,2.0,5.0,1100.0,0.3090909090909091,0.0,0.0,0.0,0.25,0.16666666666666666,0.2419191919191919
11027042,243.82819293,2,1200.0,370.0,,,2007.0,1,14460,3,8.0,AHS_2023,2023,0,1,3.0,16.0,1100.0,0.33636363636363636,0.0,0.0,0.0,0.5,0.5333333333333333,0.45656565656565656
