CONTROL,WEIGHT,TENURE,INCOME,RENT,MORT_AMT,HOME_VAL,MOVE_YEAR,DIVISION,METRO,TOTROOMS,PERPOVLVL,SOURCE,SURVEY_YEAR,IS_OWNER,IS_RENTER,EDU_TIER,YEARS_US,DIV_MEDIAN_RENT,Rp,LATE_PAYMENT_FLAG,EVICTION_THREAT,HOUSING_DISTRESS,E_norm,T_norm,HC_WCI
11000125,710.18126414,2,111000.0,1400.0,,,2021.0,9,99998,4,501.0,AHS_2023,2023,0,1,4.0,2.0,1700.0,0.8235294117647058,,,,0.75,0.06666666666666667,0.5467320261437908
11000126,1284.4299232,1,415500.0,,1853.0,710092.0,2021.0,5,47900,7,501.0,AHS_2023,2023,1,0,5.0,2.0,1200.0,,,,,1.0,0.06666666666666667,
11000127,449.02074625,2,11000.0,250.0,,,2016.0,5,47900,3,61.0,AHS_2023,2023,0,1,5.0,7.0,1200.0,0.20833333333333334,0.0,0.0,0.0,1.0,0.23333333333333334,0.48055555555555557
11000129,2202.7548476,,,,,1026.0,,5,99998,5,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000131,4896.2340355,2,11000.0,530.0,,,2021.0,6,99998,4,71.0,AHS_2023,2023,0,1,2.0,2.0,550.0,0.9636363636363636,1.0,0.0,1.0,0.25,0.06666666666666667,0.42676767676767674
11000132,1516.9180519,1,110004.0,,859.0,623367.0,1995.0,5,47900,9,470.0,AHS_2023,2023,1,0,5.0,28.0,1200.0,,,,,1.0,0.9333333333333333,
11000133,3623.2632471,1,24000.0,,,10991.0,2010.0,6,99998,5,154.0,AHS_2023,2023,1,0,3.0,13.0,550.0,,,,,0.5,0.43333333333333335,
11000134,464.39670942,2,7000.0,90.0,,,2021.0,6,99998,6,23.0,AHS_2023,2023,0,1,4.0,2.0,550.0,0.16363636363636364,,,,0.75,0.06666666666666667,0.32676767676767676
11000135,1594.6084609,1,656000.0,,5808.0,1410217.0,2020.0,5,47900,8,501.0,AHS_2023,2023,1,0,5.0,3.0,1200.0,,0.0,,0.0,1.0,0.1,
11000136,935.65026,1,137100.0,,,336553.0,1989.0,5,47900,3,501.0,AHS_2023,2023,1,0,5.0,30.0,1200.0,,,,,1.0,1.0,
11000141,413.5803232,,,,,1106.0,,5,99999,5,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000142,1857.157424,,,,,56619.0,,5,99999,6,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000143,2752.5355021,1,84000.0,,,18169.0,2010.0,5,99999,6,272.0,AHS_2023,2023,1,0,4.0,13.0,1200.0,,,,,0.75,0.43333333333333335,
11000144,233.11449468,,,,,,,5,47900,6,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000145,2358.1416409,,,,,70050.0,,6,99998,6,,AHS_2023,2023,0,0,,,550.0,,,,,,,
11000148,193.62339513,2,9400.0,600.0,,,2021.0,6,99998,4,66.0,AHS_2023,2023,0,1,3.0,2.0,550.0,1.0909090909090908,0.0,0.0,0.0,0.5,0.06666666666666667,0.5525252525252525
11000149,3761.3843929,1,18600.0,,,24995.0,2010.0,6,99998,4,103.0,AHS_2023,2023,1,0,1.0,13.0,550.0,,,,,0.0,0.43333333333333335,
11000150,4278.232868,2,14400.0,580.0,,,2010.0,9,99998,1,79.0,AHS_2023,2023,0,1,3.0,13.0,1700.0,0.3411764705882353,,,,0.5,0.43333333333333335,0.42483660130718953
11000151,613.25204473,2,14400.0,240.0,,,2015.0,5,99998,4,92.0,AHS_2023,2023,0,1,4.0,8.0,1200.0,0.2,,,,0.75,0.26666666666666666,0.4055555555555555
11000152,1294.5002415,2,60000.0,1200.0,,,2014.0,5,47900,5,249.0,AHS_2023,2023,0,1,5.0,9.0,1200.0,1.0,,,,1.0,0.3,0.7666666666666666
11000154,5967.3291785,2,19300.0,530.0,,,2019.0,6,99998,3,124.0,AHS_2023,2023,0,1,2.0,4.0,550.0,0.9636363636363636,1.0,1.0,1.0,0.25,0.13333333333333333,0.448989898989899
11000155,1000.8921621,,,,,,,5,47900,2,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000157,935.65026,2,84900.0,1100.0,,,2010.0,5,47900,3,501.0,AHS_2023,2023,0,1,5.0,13.0,1200.0,0.9166666666666666,0.0,0.0,0.0,1.0,0.43333333333333335,0.7833333333333332
11000158,577.43446276,3,9700.0,,,,2022.0,9,99998,4,49.0,AHS_2023,2023,0,0,2.0,1.0,1700.0,,,0.0,,0.25,0.03333333333333333,
11000159,233.19317795,2,19600.0,380.0,,,2009.0,5,99999,3,137.0,AHS_2023,2023,0,1,3.0,14.0,1200.0,0.31666666666666665,,,,0.5,0.4666666666666667,0.42777777777777776
11000161,2994.4761331,1,135600.0,,1932.0,1201693.0,2021.0,9,99998,8,501.0,AHS_2023,2023,1,0,5.0,2.0,1700.0,,,,,1.0,0.06666666666666667,
11000165,254.63255914,2,14000.0,290.0,,,2023.0,9,99998,3,97.0,AHS_2023,2023,0,1,3.0,0.0,1700.0,0.17058823529411765,0.0,1.0,1.0,0.5,0.0,0.2235294117647059
11000168,4923.2021338,1,73000.0,,445.0,69467.0,2016.0,6,99998,6,242.0,AHS_2023,2023,1,0,4.0,7.0,550.0,,,,,0.75,0.23333333333333334,
11000169,118.9216487,2,45400.0,590.0,,,2015.0,6,99998,4,221.0,AHS_2023,2023,0,1,4.0,8.0,550.0,1.0727272727272728,,,,0.75,0.26666666666666666,0.6964646464646465
11000170,1377.7973509,1,84000.0,,1441.0,284709.0,2015.0,5,47900,8,230.0,AHS_2023,2023,1,0,1.0,8.0,1200.0,,,,,0.0,0.26666666666666666,
11000171,935.65026,1,34900.0,,481.0,124485.0,2016.0,5,47900,3,243.0,AHS_2023,2023,1,0,5.0,7.0,1200.0,,0.0,,0.0,1.0,0.23333333333333334,
11000173,935.65026,2,90000.0,1600.0,,,1988.0,5,47900,3,501.0,AHS_2023,2023,0,1,5.0,30.0,1200.0,1.3333333333333333,0.0,0.0,0.0,1.0,1.0,1.111111111111111
11000178,921.35908567,2,175000.0,2300.0,,,2018.0,9,99998,7,501.0,AHS_2023,2023,0,1,4.0,5.0,1700.0,1.3529411764705883,0.0,0.0,0.0,0.75,0.16666666666666666,0.7565359477124183
11000179,413.5803232,,,,,,,5,99999,3,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000180,2928.3306506,1,65000.0,,292.0,395758.0,2000.0,5,99999,5,323.0,AHS_2023,2023,1,0,5.0,23.0,1200.0,,,,,1.0,0.7666666666666667,
11000182,3289.2702745,1,39900.0,,,117276.0,1978.0,6,99998,6,221.0,AHS_2023,2023,1,0,4.0,30.0,550.0,,,,,0.75,1.0,
11000188,856.74453317,2,0.0,600.0,,,2013.0,6,99998,6,1.0,AHS_2023,2023,0,1,3.0,10.0,550.0,1.0909090909090908,1.0,0.0,1.0,0.5,0.3333333333333333,0.6414141414141413
11000190,1000.8921621,,,,,82931.0,,5,47900,8,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000192,1594.6084609,1,413000.0,,2439.0,557887.0,2023.0,5,47900,4,501.0,AHS_2023,2023,1,0,5.0,0.0,1200.0,,0.0,,0.0,1.0,0.0,
11000193,1000.8921621,,,,,,,5,47900,4,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000196,353.82291436,,,,,250057.0,,9,99998,5,,AHS_2023,2023,0,0,,,1700.0,,,,,,,
11000198,370.47339037,2,30000.0,760.0,,,2019.0,5,99999,4,125.0,AHS_2023,2023,0,1,3.0,4.0,1200.0,0.6333333333333333,0.0,0.0,0.0,0.5,0.13333333333333333,0.4222222222222222
11000199,1347.2365426,2,0.0,70.0,,,2015.0,5,99999,6,1.0,AHS_2023,2023,0,1,3.0,8.0,1200.0,0.058333333333333334,0.0,0.0,0.0,0.5,0.26666666666666666,0.27499999999999997
11000201,341.1765769,2,20000.0,170.0,,,2002.0,6,99998,3,129.0,AHS_2023,2023,0,1,3.0,21.0,550.0,0.3090909090909091,0.0,0.0,0.0,0.5,0.7,0.503030303030303
11000203,4265.987331,1,50300.0,,604.0,125398.0,2008.0,5,99998,9,209.0,AHS_2023,2023,1,0,3.0,15.0,1200.0,,0.0,,0.0,0.5,0.5,
11000205,196.51437666,,,,,79220.0,,5,47900,4,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000206,575.39336926,2,29000.0,800.0,,,2022.0,6,99998,6,160.0,AHS_2023,2023,0,1,3.0,1.0,550.0,1.4545454545454546,,,,0.5,0.03333333333333333,0.6626262626262627
11000207,3725.6060338,1,50000.0,,,478673.0,1965.0,5,47900,6,162.0,AHS_2023,2023,1,0,5.0,30.0,1200.0,,,,,1.0,1.0,
11000209,1033.0216772,2,1880.0,300.0,,,2001.0,5,47900,6,12.0,AHS_2023,2023,0,1,2.0,22.0,1200.0,0.25,1.0,0.0,1.0,0.25,0.7333333333333333,0.41111111111111115
11000212,6484.2807745,1,110000.0,,1449.0,286022.0,2020.0,6,99998,5,349.0,AHS_2023,2023,1,0,5.0,3.0,550.0,,,,,1.0,0.1,
11000213,5924.122762,2,0.0,1200.0,,,2022.0,9,99998,2,1.0,AHS_2023,2023,0,1,4.0,1.0,1700.0,0.7058823529411765,,,,0.75,0.03333333333333333,0.49640522875817
11000214,526.17579386,2,17800.0,440.0,,,2020.0,6,99999,5,74.0,AHS_2023,2023,0,1,3.0,3.0,550.0,0.8,0.0,1.0,1.0,0.5,0.1,0.46666666666666673
11000215,370.47339037,2,10900.0,200.0,,,2018.0,5,99999,3,54.0,AHS_2023,2023,0,1,4.0,5.0,1200.0,0.16666666666666666,,,,0.75,0.16666666666666666,0.3611111111111111
11000216,1939.0312955,1,97000.0,,,347072.0,1979.0,5,99999,5,501.0,AHS_2023,2023,1,0,5.0,30.0,1200.0,,,,,1.0,1.0,
11000217,1780.5409234,2,62200.0,2300.0,,,2022.0,5,47900,4,398.0,AHS_2023,2023,0,1,3.0,1.0,1200.0,1.9166666666666667,0.0,0.0,0.0,0.5,0.03333333333333333,0.8166666666666668
11000218,3412.2071379,1,150000.0,,,198136.0,2008.0,6,99998,8,501.0,AHS_2023,2023,1,0,3.0,15.0,550.0,,,,,0.5,0.5,
11000220,1284.4299232,2,58000.0,1100.0,,,2021.0,5,47900,5,371.0,AHS_2023,2023,0,1,5.0,2.0,1200.0,0.9166666666666666,0.0,0.0,0.0,1.0,0.06666666666666667,0.6611111111111111
11000223,138.60836694,2,11000.0,220.0,,,2011.0,5,99998,3,71.0,AHS_2023,2023,0,1,2.0,12.0,1200.0,0.18333333333333332,1.0,1.0,1.0,0.25,0.4,0.2777777777777778
11000226,207.92470398,,,,,,,6,99998,4,,AHS_2023,2023,0,0,,,550.0,,,,,,,
11000227,5967.3291785,2,56200.0,880.0,,,2023.0,6,99998,4,282.0,AHS_2023,2023,0,1,5.0,0.0,550.0,1.6,0.0,0.0,0.0,1.0,0.0,0.8666666666666667
11000229,408.94744141,2,34300.0,530.0,,,2019.0,9,99998,5,109.0,AHS_2023,2023,0,1,2.0,4.0,1700.0,0.31176470588235294,,,,0.25,0.13333333333333333,0.23169934640522874
11000230,1457.8475637,2,940.0,600.0,,,2017.0,6,99999,6,6.0,AHS_2023,2023,0,1,3.0,6.0,550.0,1.0909090909090908,,,,0.5,0.2,0.5969696969696969
11000233,581.76595698,,,,,,,6,99998,4,,AHS_2023,2023,0,0,,,550.0,,,,,,,
11000234,1511.4393602,1,2500.0,,,612153.0,2016.0,5,47900,7,10.0,AHS_2023,2023,1,0,4.0,7.0,1200.0,,,,,0.75,0.23333333333333334,
11000235,1158.7139344,1,125000.0,,1190.0,386480.0,2010.0,5,47900,4,501.0,AHS_2023,2023,1,0,5.0,13.0,1200.0,,,,,1.0,0.43333333333333335,
11000236,2202.7548476,,,,,86155.0,,5,99998,6,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000238,2370.453853,,,,,64200.0,,6,99998,5,,AHS_2023,2023,0,0,,,550.0,,,,,,,
11000244,4127.4248574,1,15600.0,,,37700.0,1960.0,6,99998,5,109.0,AHS_2023,2023,1,0,4.0,30.0,550.0,,,,,0.75,1.0,
11000245,585.59401247,2,0.0,530.0,,,2016.0,9,99998,3,1.0,AHS_2023,2023,0,1,4.0,7.0,1700.0,0.31176470588235294,0.0,1.0,1.0,0.75,0.23333333333333334,0.4316993464052288
11000246,4257.1809633,2,53600.0,6000.0,,,2021.0,9,99998,3,375.0,AHS_2023,2023,0,1,4.0,2.0,1700.0,2.6881720430107525,0.0,0.0,0.0,0.75,0.06666666666666667,1.168279569892473
11000248,2752.5355021,1,55100.0,,,409429.0,2005.0,5,99999,5,178.0,AHS_2023,2023,1,0,4.0,18.0,1200.0,,,,,0.75,0.6,
11000249,189.04290825,2,2400.0,220.0,,,2017.0,6,99998,3,17.0,AHS_2023,2023,0,1,2.0,6.0,550.0,0.4,0.0,0.0,0.0,0.25,0.2,0.2833333333333334
11000252,1284.4299232,1,182000.0,,1109.0,416397.0,2004.0,5,47900,7,484.0,AHS_2023,2023,1,0,4.0,19.0,1200.0,,0.0,,0.0,0.75,0.6333333333333333,
11000254,3761.3843929,1,59900.0,,1091.0,326877.0,1991.0,6,99998,9,331.0,AHS_2023,2023,1,0,4.0,30.0,550.0,,,,,0.75,1.0,
11000257,3215.7561259,1,52000.0,,845.0,94461.0,2007.0,2,37980,5,215.0,AHS_2023,2023,1,0,5.0,16.0,930.0,,0.0,,0.0,1.0,0.5333333333333333,
11000259,1136.6803261,,,,,,,2,37980,5,,AHS_2023,2023,0,0,,,930.0,,,,,,,
11000260,1726.4444019,1,1200.0,,,416718.0,2019.0,2,37980,6,8.0,AHS_2023,2023,1,0,5.0,4.0,930.0,,,,,1.0,0.13333333333333333,
11000262,2040.1296155,1,3150.0,,,297532.0,2004.0,2,37980,4,22.0,AHS_2023,2023,1,0,4.0,19.0,930.0,,,,,0.75,0.6333333333333333,
11000266,4543.0238582,1,41600.0,,2160.0,365809.0,1987.0,2,99998,8,267.0,AHS_2023,2023,1,0,5.0,30.0,930.0,,0.0,,0.0,1.0,1.0,
11000267,6448.8764845,1,104050.0,,1087.0,222822.0,2011.0,5,99998,5,431.0,AHS_2023,2023,1,0,5.0,12.0,1200.0,,,,,1.0,0.4,
11000269,5605.7196607,1,3100.0,,,689926.0,2016.0,2,99998,5,22.0,AHS_2023,2023,1,0,3.0,7.0,930.0,,,,,0.5,0.23333333333333334,
11000270,3231.1187873,,,,,,,5,99998,4,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000271,6685.5833224,1,513000.0,,,321425.0,2000.0,7,99999,5,501.0,AHS_2023,2023,1,0,3.0,23.0,1100.0,,,,,0.5,0.7666666666666667,
11000272,5952.856517,2,85000.0,600.0,,,2003.0,5,99999,5,202.0,AHS_2023,2023,0,1,2.0,20.0,1200.0,0.5,,,,0.25,0.6666666666666666,0.47222222222222215
11000273,5310.7058949,1,0.0,,,257528.0,2011.0,5,99998,6,1.0,AHS_2023,2023,1,0,4.0,12.0,1200.0,,,,,0.75,0.4,
11000274,494.60981684,2,19000.0,980.0,,,2023.0,5,99998,3,123.0,AHS_2023,2023,0,1,4.0,0.0,1200.0,0.8166666666666667,0.0,0.0,0.0,0.75,0.0,0.5222222222222223
11000276,2980.003792,,,,,252290.0,,5,99998,6,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000277,1726.4444019,2,24000.0,950.0,,,2016.0,2,37980,3,167.0,AHS_2023,2023,0,1,5.0,7.0,930.0,1.021505376344086,0.0,0.0,0.0,1.0,0.23333333333333334,0.7516129032258064
11000278,3215.7561259,1,65000.0,,,74792.0,2010.0,2,37980,5,413.0,AHS_2023,2023,1,0,3.0,13.0,930.0,,,,,0.5,0.43333333333333335,
11000279,2980.003792,,,,,252760.0,,5,99998,7,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000280,3215.7561259,1,0.0,,,261469.0,2017.0,2,37980,5,1.0,AHS_2023,2023,1,0,5.0,6.0,930.0,,,,,1.0,0.2,
11000281,1136.6803261,,,,,229075.0,,2,37980,5,,AHS_2023,2023,0,0,,,930.0,,,,,,,
11000283,1136.6803261,,,,,246063.0,,2,37980,5,,AHS_2023,2023,0,0,,,930.0,,,,,,,
11000284,2302.3517668,1,315000.0,,1533.0,719296.0,2005.0,2,37980,5,501.0,AHS_2023,2023,1,0,5.0,18.0,930.0,,0.0,,0.0,1.0,0.6,
11000287,4378.8432418,1,300000.0,,997.0,473258.0,2019.0,5,99998,6,501.0,AHS_2023,2023,1,0,5.0,4.0,1200.0,,,,,1.0,0.13333333333333333,
11000290,4637.4512332,1,33600.0,,,198222.0,2005.0,2,99998,6,184.0,AHS_2023,2023,1,0,3.0,18.0,930.0,,,,,0.5,0.6,
11000291,6440.0154384,2,215000.0,2400.0,,,2019.0,2,99998,4,501.0,AHS_2023,2023,0,1,5.0,4.0,930.0,2.5806451612903225,,,,1.0,0.13333333333333333,1.2379928315412185
11000292,5885.5460627,2,35000.0,580.0,,,2017.0,8,99998,4,145.0,AHS_2023,2023,0,1,3.0,6.0,1300.0,0.4461538461538462,,,,0.5,0.2,0.382051282051282
11000294,5885.5460627,2,60000.0,1300.0,,,2017.0,8,99998,4,300.0,AHS_2023,2023,0,1,4.0,6.0,1300.0,1.0,0.0,0.0,0.0,0.75,0.2,0.65
11000295,2980.003792,,,,,,,5,99998,5,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000296,428.70963868,2,0.0,2000.0,,,2020.0,7,99998,6,1.0,AHS_2023,2023,0,1,4.0,3.0,1100.0,1.8181818181818181,,,,0.75,0.1,0.8893939393939395
11000298,412.24643643,2,0.0,500.0,,,2021.0,5,99998,3,1.0,AHS_2023,2023,0,1,4.0,2.0,1200.0,0.4166666666666667,,,,0.75,0.06666666666666667,0.41111111111111115
11000301,1029.0557457,2,1800.0,800.0,,,2021.0,5,99998,3,7.0,AHS_2023,2023,0,1,3.0,2.0,1200.0,0.6666666666666666,,,,0.5,0.06666666666666667,0.41111111111111104
11000308,1136.6803261,,,,,498901.0,,2,37980,6,,AHS_2023,2023,0,0,,,930.0,,,,,,,
11000311,280.54941325,,,,,,,2,99998,3,,AHS_2023,2023,0,0,,,930.0,,,,,,,
11000312,6440.0154384,1,41200.0,,366.0,195678.0,2016.0,2,99998,4,265.0,AHS_2023,2023,1,0,4.0,7.0,930.0,,,,,0.75,0.23333333333333334,
11000313,2980.003792,,,,,68404.0,,5,99998,5,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000316,6448.8764845,2,65000.0,1800.0,,,2022.0,5,99998,3,324.0,AHS_2023,2023,0,1,3.0,1.0,1200.0,1.5,,,,0.5,0.03333333333333333,0.6777777777777777
11000317,7854.3579316,3,22800.0,,,,2017.0,8,99998,3,159.0,AHS_2023,2023,0,0,4.0,6.0,1300.0,,,,,0.75,0.2,
11000318,1101.3057972,2,90000.0,1700.0,,,2021.0,5,99998,4,448.0,AHS_2023,2023,0,1,5.0,2.0,1200.0,1.4166666666666667,,0.0,,1.0,0.06666666666666667,0.827777777777778
11000320,379.91929361,1,35000.0,,,19059.0,2007.0,7,99999,5,146.0,AHS_2023,2023,1,0,3.0,16.0,1100.0,,,,,0.5,0.5333333333333333,
11000323,4492.9687376,1,55400.0,,1076.0,295298.0,2019.0,5,99998,4,357.0,AHS_2023,2023,1,0,4.0,4.0,1200.0,,,,,0.75,0.13333333333333333,
11000325,293.31797171,,,,,183885.0,,5,99998,4,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000327,579.26552178,1,50000.0,,,397761.0,2006.0,2,37980,5,320.0,AHS_2023,2023,1,0,4.0,17.0,930.0,,,,,0.75,0.5666666666666667,
11000329,2721.3095282,1,252800.0,,2606.0,609450.0,2003.0,2,37980,6,501.0,AHS_2023,2023,1,0,5.0,20.0,930.0,,,,,1.0,0.6666666666666666,
11000330,4603.2602824,2,97000.0,780.0,,,2016.0,5,99998,5,315.0,AHS_2023,2023,0,1,2.0,7.0,1200.0,0.65,0.0,0.0,0.0,0.25,0.23333333333333334,0.37777777777777777
11000331,2721.3095282,2,55600.0,1600.0,,,2022.0,2,37980,5,183.0,AHS_2023,2023,0,1,3.0,1.0,930.0,1.7204301075268817,,,,0.5,0.03333333333333333,0.7512544802867384
11000337,3536.9839176,1,120000.0,,1139.0,370889.0,2019.0,8,99998,10,501.0,AHS_2023,2023,1,0,5.0,4.0,1300.0,,,,,1.0,0.13333333333333333,
11000339,7784.6470708,2,50000.0,790.0,,,2022.0,2,99998,3,321.0,AHS_2023,2023,0,1,3.0,1.0,930.0,0.8494623655913979,0.0,0.0,0.0,0.5,0.03333333333333333,0.46093189964157716
11000340,2943.0092913,,,,,,,2,99998,6,,AHS_2023,2023,0,0,,,930.0,,,,,,,
11000343,5704.3363822,2,34780.0,580.0,,,2018.0,5,99998,4,192.0,AHS_2023,2023,0,1,5.0,5.0,1200.0,0.48333333333333334,0.0,0.0,0.0,1.0,0.16666666666666666,0.55
11000344,4637.4512332,1,59000.0,,,181981.0,1988.0,2,99998,5,327.0,AHS_2023,2023,1,0,3.0,30.0,930.0,,,,,0.5,1.0,
11000345,5546.380243,1,11300.0,,,290710.0,2011.0,5,99998,6,63.0,AHS_2023,2023,1,0,3.0,12.0,1200.0,,,,,0.5,0.4,
11000347,734.40000323,2,52900.0,750.0,,,2015.0,2,99998,6,226.0,AHS_2023,2023,0,1,3.0,8.0,930.0,0.8064516129032258,,,,0.5,0.26666666666666666,0.5243727598566308
11000349,3196.1058666,,,,,236092.0,,7,99999,6,,AHS_2023,2023,0,0,,,1100.0,,,,,,,
11000351,632.7358973,2,25400.0,1200.0,,,2017.0,5,99998,6,141.0,AHS_2023,2023,0,1,3.0,6.0,1200.0,1.0,,,,0.5,0.2,0.5666666666666667
11000353,4492.9687376,1,32000.0,,,430647.0,2017.0,5,99998,7,204.0,AHS_2023,2023,1,0,4.0,6.0,1200.0,,,,,0.75,0.2,
11000355,2040.1296155,2,30700.0,1300.0,,,2015.0,2,37980,4,214.0,AHS_2023,2023,0,1,4.0,8.0,930.0,1.3978494623655915,,,,0.75,0.26666666666666666,0.8048387096774193
11000356,4746.0933995,1,52000.0,,218.0,171704.0,2017.0,5,99998,4,259.0,AHS_2023,2023,1,0,4.0,6.0,1200.0,,,,,0.75,0.2,
11000358,2720.6761015,1,46800.0,,,261295.0,2021.0,2,37980,6,228.0,AHS_2023,2023,1,0,3.0,2.0,930.0,,,,,0.5,0.06666666666666667,
11000359,5555.0267972,1,36500.0,,543.0,170436.0,2020.0,5,99998,6,255.0,AHS_2023,2023,1,0,2.0,3.0,1200.0,,,,,0.25,0.1,
11000363,1460.650572,2,52080.0,1000.0,,,2019.0,2,37980,5,288.0,AHS_2023,2023,0,1,3.0,4.0,930.0,1.075268817204301,0.0,0.0,0.0,0.5,0.13333333333333333,0.5695340501792114
11000367,2980.003792,,,,,,,5,99998,5,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000368,3693.7162833,1,285000.0,,971.0,416924.0,2015.0,8,99998,9,501.0,AHS_2023,2023,1,0,5.0,8.0,1300.0,,0.0,,0.0,1.0,0.26666666666666666,
11000370,4226.1518987,1,91000.0,,801.0,293593.0,2001.0,8,99998,5,296.0,AHS_2023,2023,1,0,4.0,22.0,1300.0,,0.0,,0.0,0.75,0.7333333333333333,
11000371,6448.8764845,1,102000.0,,851.0,357591.0,2002.0,5,99998,9,501.0,AHS_2023,2023,1,0,5.0,21.0,1200.0,,0.0,,0.0,1.0,0.7,
11000372,2400.1287639,,,,,,,8,99998,2,,AHS_2023,2023,0,0,,,1300.0,,,,,,,
11000373,2287.1922139,1,62400.0,,585.0,175494.0,2016.0,7,99998,6,345.0,AHS_2023,2023,1,0,5.0,7.0,1100.0,,0.0,,0.0,1.0,0.23333333333333334,
11000374,5555.0267972,1,30300.0,,,476924.0,2021.0,5,99998,3,211.0,AHS_2023,2023,1,0,5.0,2.0,1200.0,,,,,1.0,0.06666666666666667,
11000376,1031.9938031,2,92500.0,1800.0,,,2021.0,5,99998,7,231.0,AHS_2023,2023,0,1,2.0,2.0,1200.0,1.5,,,,0.25,0.06666666666666667,0.6055555555555555
11000377,4618.4018832,1,4000.0,,,235384.0,1990.0,5,99998,5,22.0,AHS_2023,2023,1,0,5.0,30.0,1200.0,,,,,1.0,1.0,
11000379,604.71882389,2,0.0,460.0,,,2019.0,5,99999,5,1.0,AHS_2023,2023,0,1,5.0,4.0,1200.0,0.38333333333333336,0.0,0.0,0.0,1.0,0.13333333333333333,0.5055555555555555
11000380,4637.4512332,1,110000.0,,587.0,205471.0,1996.0,2,99998,6,501.0,AHS_2023,2023,1,0,5.0,27.0,930.0,,0.0,,0.0,1.0,0.9,
11000381,3006.8194144,,,,,277946.0,,5,99999,5,,AHS_2023,2023,0,0,,,1200.0,,,,,,,
11000382,5966.0226093,1,22000.0,,1143.0,242419.0,2018.0,5,99998,6,93.0,AHS_2023,2023,1,0,4.0,5.0,1200.0,,,,,0.75,0.16666666666666666,
11000383,1020.2592178,2,19900.0,950.0,,,1999.0,5,99998,3,128.0,AHS_2023,2023,0,1,4.0,24.0,1200.0,0.7916666666666666,0.0,0.0,0.0,0.75,0.8,0.7805555555555556
11000385,1726.4444019,1,48000.0,,,264331.0,2004.0,2,37980,3,333.0,AHS_2023,2023,1,0,5.0,19.0,930.0,,,,,1.0,0.6333333333333333,
11000387,1136.6803261,,,,,,,2,37980,4,,AHS_2023,2023,0,0,,,930.0,,,,,,,
11000388,1726.4444019,1,150770.0,,,381051.0,1997.0,2,37980,6,501.0,AHS_2023,2023,1,0,3.0,26.0,930.0,,,,,0.5,0.8666666666666667,
11000390,2721.3095282,2,95100.0,1300.0,,,2020.0,2,37980,3,501.0,AHS_2023,2023,0,1,5.0,3.0,930.0,1.3978494623655915,,,,1.0,0.1,0.8326164874551972
11000391,4722.5932921,2,91200.0,1600.0,,,2017.0,5,99998,3,453.0,AHS_2023,2023,0,1,4.0,6.0,1200.0,1.3333333333333333,,,,0.75,0.2,0.7611111111111111
11000395,747.51539827,2,48800.0,1200.0,,,2021.0,7,99998,5,96.0,AHS_2023,2023,0,1,1.0,2.0,1100.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.06666666666666667,0.38585858585858585
11000396,447.82551118,2,11000.0,2400.0,,,2014.0,2,99998,4,77.0,AHS_2023,2023,0,1,2.0,9.0,930.0,2.5806451612903225,,,,0.25,0.3,1.043548387096774
11000397,3614.1820494,1,35000.0,,,140041.0,2022.0,5,99998,5,175.0,AHS_2023,2023,1,0,2.0,1.0,1200.0,,,,,0.25,0.03333333333333333,
11000399,3584.2494127,1,52000.0,,,322292.0,2008.0,7,99998,6,145.0,AHS_2023,2023,1,0,4.0,15.0,1100.0,,,,,0.75,0.5,
11000400,6440.0154384,1,28100.0,,317.0,139479.0,2020.0,2,99998,5,140.0,AHS_2023,2023,1,0,5.0,3.0,930.0,,,,,1.0,0.1,
11000401,5115.3285422,1,54100.0,,,863848.0,1989.0,5,99998,6,270.0,AHS_2023,2023,1,0,3.0,30.0,1200.0,,,,,0.5,1.0,
11000402,3536.9839176,1,139000.0,,1107.0,614987.0,2014.0,8,99998,6,501.0,AHS_2023,2023,1,0,5.0,9.0,1300.0,,,,,1.0,0.3,
11000404,4543.0238582,1,226000.0,,852.0,351843.0,2000.0,2,99998,8,501.0,AHS_2023,2023,1,0,5.0,23.0,930.0,,,,,1.0,0.7666666666666667,
11000407,6864.8194581,1,8.0,,2.0,395868.0,1995.0,8,99998,8,1.0,AHS_2023,2023,1,0,5.0,28.0,1300.0,,0.0,,0.0,1.0,0.9333333333333333,
