yy1,y1,WEIGHT,hhsex,age,agecl,educ,edcl,race,lf,married,kids,INCOME,inccat,NETWORTH,nwcat,housecl,mrthel,rent,turndown,turnfear,late,checking,saving,fin,debt,SURVEY_YEAR,SOURCE,IS_OWNER,IS_RENTER,CREDIT_EXCLUDED,EDU_TIER,Rp
4132,41321,4169.82350828725,2,47,3,5,1,1,1,2,2,64963.9087712552,3,36631.116121758736,2,2,0.0,1356.708004509583,0,0,0,1233.3709131905298,0.0,2096.730552423901,0.0,2016,SCF,0,1,0.0,2,0.2506083202511774
4133,41331,7263.36134480765,1,33,1,12,4,1,1,1,1,181149.3609967693,5,281085.23111612175,3,1,296009.0191657272,,0,0,0,3330.1014656144307,740.0225479143179,123707.10259301015,322896.5050732807,2016,SCF,1,0,0.0,5,
4134,41341,3158.779027728691,1,80,6,12,4,1,0,1,0,162659.63311571974,5,5832364.374295378,5,1,0.0,,0,0,0,18500.56369785795,18500.56369785795,2972423.900789177,0.0,2016,SCF,1,0,0.0,5,
4135,41351,5200.1927215535125,1,25,1,12,4,1,1,1,0,92448.63940524778,4,-35126.40360766629,1,1,109770.01127395716,,0,0,0,283.67531003382186,7264.554678692221,12481.713641488162,237547.23788049605,2016,SCF,1,0,0.0,5,
4136,41361,1983.6132980855386,1,86,6,13,4,1,1,1,0,137423.6531699629,4,23575514.99436302,5,1,0.0,,1,1,0,7523.5625704622325,0.0,7233350.3945885,0.0,2016,SCF,1,0,1.0,5,
4137,41371,3548.9040098970704,2,47,3,8,2,3,0,2,0,13742.365316996293,1,1974.6268320180384,1,2,0.0,259.00789177001127,0,1,0,616.6854565952649,0.0,1974.6268320180384,0.0,2016,SCF,0,1,1.0,3,0.22616883116883116
4138,41381,5374.489440662371,1,33,1,11,3,1,1,1,1,66213.21470916395,3,-25284.103720405863,1,1,91269.4475760992,,1,1,0,246.67418263810598,1110.033821871477,8140.248027057497,201779.4813979707,2016,SCF,1,0,1.0,4,
4139,41391,538.3223384176661,1,68,5,14,4,1,1,1,0,1386729.5910787166,6,7922928.072153326,5,1,234340.47350620068,,0,0,0,18500.56369785795,0.0,6269841.037204059,234340.47350620068,2016,SCF,1,0,0.0,5,
4140,41401,1553.3970341093568,1,42,2,12,4,1,1,1,2,238617.43414057198,6,57968.4329199549,2,1,418112.7395715896,,0,1,0,3700.11273957159,69068.77113866968,85102.59301014656,421812.85231116123,2016,SCF,1,0,1.0,5,
4141,41411,4098.708370182952,2,30,1,9,3,2,1,2,3,51221.54345425891,3,-32277.316798196167,1,2,0.0,1134.7012401352874,0,0,0,986.6967305524239,0.0,1369.041713641488,42279.95490417136,2016,SCF,0,1,0.0,4,0.26583374813339966
4142,41421,7216.542277465438,2,29,1,12,4,1,1,2,0,44975.01376471514,2,281282.5704622322,3,1,194872.60428410373,,0,0,0,9879.301014656145,12333.709131905298,43180.31567080045,236745.5467869222,2016,SCF,1,0,0.0,5,
4143,41431,4410.182813442409,1,57,4,14,4,1,1,1,0,128678.51160460163,4,314879.5941375423,3,1,0.0,,0,0,0,12580.383314543406,6166.854565952649,76222.32243517475,40084.55467869222,2016,SCF,1,0,0.0,5,
4144,41441,5510.833711287753,2,42,2,12,4,1,1,2,0,39977.79001308013,2,127530.5524239008,3,1,215839.90980834272,,0,0,0,6660.202931228861,0.0,72028.86133032694,228173.61894024804,2016,SCF,1,0,0.0,5,
4145,41451,3359.0653391380743,2,60,4,10,3,1,1,2,0,63714.60283334644,3,550083.4272829763,4,1,308342.7282976325,,0,0,0,2466.7418263810596,0.0,2466.7418263810596,308342.7282976325,2016,SCF,1,0,0.0,4,
4146,41461,4782.659403039312,1,37,2,3,1,3,1,1,3,62465.29689543769,3,63148.59075535513,2,2,0.0,3083.4272829763245,0,0,0,4316.798196166855,0.0,17883.878241262682,7646.899661781285,2016,SCF,0,1,0.0,2,0.5923469387755101
4147,41471,4973.663747237189,1,60,4,8,2,1,1,1,0,114936.14628760536,4,155158.06087936866,3,1,65368.65839909808,,0,0,0,3083.4272829763245,7770.236753100338,11840.360766629086,89789.40248027057,2016,SCF,1,0,0.0,3,
4148,41481,470.1690233741876,1,72,5,14,4,1,1,1,0,1982648.5234611921,6,57340647.12514093,5,1,0.0,,0,0,0,18500.56369785795,127037.20405862457,24085267.192784667,0.0,2016,SCF,1,0,0.0,5,
4149,41491,4113.332347930931,2,37,2,9,3,3,1,2,3,64963.9087712552,3,16298.996617812852,2,2,0.0,1726.7192784667418,0,0,0,1362.8748590755356,259.00789177001127,6062.018038331455,16403.833145434048,2016,SCF,0,1,0.0,4,0.31895604395604393
4150,41501,4688.536399461394,1,62,4,6,1,1,0,1,0,31232.648447718846,2,18093.551296505073,2,1,0.0,49.33483652762119,0,0,0,1455.3776775648253,370.01127395715895,2059.729425028185,8386.922209695604,2016,SCF,1,0,0.0,2,0.018955102040816324
4151,41511,3670.4799738723677,1,58,4,12,4,1,1,1,0,391032.75856543996,6,892713.8669673055,4,1,102369.78579481399,,0,0,0,10483.652762119504,8016.910935738444,487181.5107102593,124570.46223224352,2016,SCF,1,0,0.0,5,
4152,41521,6838.251758785703,1,23,1,12,4,1,1,2,0,1998.8895006540063,1,-64628.63585118377,1,2,0.0,345.34385569334836,0,0,0,1726.7192784667418,1850.056369785795,3576.7756482525365,74002.2547914318,2016,SCF,0,1,0.0,5,0.8708778584434914
4153,41531,5180.582942831935,1,32,1,10,3,1,0,1,0,48722.9315784414,2,-4736.144306651635,1,2,0.0,1356.708004509583,1,1,0,0.0,0.0,937.3618940248027,12210.372040586246,2016,SCF,0,1,1.0,4,0.3341444270015699
4154,41541,6366.731633557044,1,67,5,12,4,1,1,1,0,68711.82658498145,3,26764.148816234498,2,2,0.0,1603.382187147689,0,0,0,14677.113866967306,0.0,14677.113866967306,7646.899661781285,2016,SCF,0,1,0.0,5,0.28001855287569577
4155,41551,5434.506848464254,1,38,2,12,4,1,1,1,3,136174.34723205416,4,187706.71927846674,3,1,51801.57835400225,,0,0,0,135.6708004509583,2220.067643742954,25395.10710259301,76468.99661781285,2016,SCF,1,0,0.0,5,
4156,41561,1594.7967178499373,2,65,5,11,3,1,0,2,0,31232.648447718846,2,5435465.614430665,5,2,0.0,,0,0,0,14800.45095828636,34534.38556933484,5395997.745208568,0.0,2016,SCF,0,1,0.0,4,
4157,41571,3869.3714801766955,1,45,3,9,3,1,0,1,1,58717.379081711435,3,126457.51972942502,3,2,0.0,1110.033821871477,1,1,1,0.0,0.0,1887.0574971815106,2836.7531003382187,2016,SCF,0,1,1.0,4,0.22685627442466344
4158,41581,4003.023726267208,1,50,3,11,3,2,1,1,2,38728.484075171364,2,-35274.40811724916,1,2,0.0,925.0281848928975,0,1,1,0.0,0.0,1726.7192784667418,37001.1273957159,2016,SCF,0,1,1.0,4,0.28661948650427915
4159,41591,4903.142811371108,1,77,6,8,2,1,0,2,1,18739.589068631307,1,206145.61443066515,3,2,0.0,493.34836527621195,1,1,0,123.33709131905299,12.333709131905298,135843.47237880496,0.0,2016,SCF,0,1,1.0,3,0.3159183673469388
4160,41601,3836.742745783996,1,40,2,12,4,1,1,1,3,167406.99567977298,5,797435.963923337,4,1,67835.40022547914,,0,0,0,2220.067643742954,5550.1691093573845,436983.31454340473,95154.56595264938,2016,SCF,1,0,0.0,5,
4161,41611,5565.302546120266,1,64,4,13,4,1,0,1,0,118434.20291374985,4,446850.28184892895,3,1,146771.13866967306,,0,0,0,5303.494926719279,0.0,401215.55806087935,146771.13866967306,2016,SCF,1,0,0.0,5,
4162,41621,2832.534278079529,1,63,4,11,3,1,1,1,0,204886.17381703563,5,7467690.868094701,5,1,392211.9503945885,,0,0,0,4933.483652762119,0.0,5018586.245772266,891727.1702367531,2016,SCF,1,0,0.0,4,
4163,41631,3299.001377884148,1,56,4,12,4,1,1,1,0,134925.0412941454,4,2331317.7001127396,5,1,326843.29199549044,,0,0,0,22200.676437429538,0.0,1637546.5614430665,329433.37091319053,2016,SCF,1,0,0.0,5,
4164,41641,4493.4237734299295,1,37,2,10,3,3,1,1,0,93697.94534315652,4,21954.00225479143,2,2,0.0,1973.3934611048478,0,1,0,7400.22547914318,2466.7418263810596,9866.967305524238,7523.5625704622325,2016,SCF,0,1,1.0,4,0.25273469387755104
4165,41651,4273.451604113362,1,84,6,12,4,1,0,1,0,147043.3088918603,5,2448241.2626832016,5,1,0.0,,0,0,0,33301.0146561443,0.0,2100430.6651634723,0.0,2016,SCF,1,0,0.0,5,
4166,41661,485.0503553643033,2,67,5,9,3,1,0,2,0,465991.1148399651,6,2412226.8320180383,5,1,0.0,,0,0,0,3700.11273957159,123337.09131905298,1370275.0845546788,0.0,2016,SCF,1,0,0.0,4,
4167,41671,5851.15807267407,2,63,4,12,4,1,0,2,0,23736.812820266325,1,81032.46899661781,2,1,0.0,,0,0,0,1726.7192784667418,0.0,1850.056369785795,493.34836527621195,2016,SCF,1,0,0.0,5,
4168,41681,3464.5460111043008,2,55,4,9,3,1,1,2,0,37479.178137262614,2,1689.7181510710259,1,2,0.0,370.01127395715895,0,0,0,616.6854565952649,12.333709131905298,10384.983089064262,13258.737316798197,2016,SCF,0,1,0.0,4,0.11846938775510205
4169,41691,8693.940402416032,1,80,6,9,3,1,1,1,0,54969.46126798517,3,81451.8151071026,2,1,120870.34949267193,,0,0,0,123.33709131905299,0.0,123.33709131905299,125137.81285231117,2016,SCF,1,0,0.0,4,
4170,41701,480.8251549432281,1,60,4,9,3,1,1,1,0,44975.01376471514,2,3079850.507328072,5,1,246674.18263810597,,1,1,0,123337.09131905298,18007.215332581734,778380.3833145434,289842.1645997745,2016,SCF,1,0,1.0,4,
4171,41711,558.9142967977541,1,37,2,8,2,1,1,1,2,99944.47503270031,4,3049127.237880496,5,1,141837.65501691093,,0,0,0,6906.877113866967,2466.7418263810596,80662.45772266065,166764.08117249154,2016,SCF,1,0,0.0,3,
4172,41721,3204.9441975559803,2,53,3,13,4,1,1,2,0,182960.854606737,5,1900254.5659526493,5,1,49334.83652762119,,0,0,0,7030.21420518602,32067.643742953776,1447607.4408117249,93736.18940248028,2016,SCF,1,0,0.0,5,
4173,41731,5434.524532973592,2,58,4,8,2,1,1,2,0,3123.264844771885,1,39665.20856820744,2,1,0.0,,0,0,0,814.0248027057497,0.0,814.0248027057497,0.0,2016,SCF,1,0,0.0,3,
4174,41741,5737.750802017881,1,37,2,2,1,3,1,1,4,68711.82658498145,3,21583.990980834275,2,1,37001.1273957159,801.6910935738445,0,0,0,0.0,123.33709131905299,123.33709131905299,37001.1273957159,2016,SCF,1,0,0.0,2,0.14000927643784788
4175,41751,6512.123913194459,1,39,2,8,2,1,1,2,0,64963.9087712552,3,80551.4543404735,2,1,185005.63697857948,,0,1,1,16033.821871476888,0.0,101136.41488162345,228037.94813979708,2016,SCF,1,0,1.0,3,
4176,41761,1909.8592257965752,1,43,2,14,4,1,1,1,1,219877.84507194068,6,3668538.444193912,5,1,1762487.0349492673,,1,1,0,33794.36302142052,25900.789177001127,428473.0552423901,1798254.7914317925,2016,SCF,1,0,1.0,5,
4177,41771,550.5088787059844,1,69,5,12,4,1,1,1,0,174902.8313072255,5,23057375.87373168,5,1,0.0,,0,0,0,186239.00789177002,296009.0191657272,2701698.985343856,0.0,2016,SCF,1,0,0.0,5,
4178,41781,4432.869981170899,1,55,4,9,3,1,1,1,0,228622.98663730195,6,278371.81510710256,3,2,0.0,2343.4047350620067,0,0,0,33301.0146561443,0.0,260241.2626832018,0.0,2016,SCF,0,1,0.0,4,0.12300100368016059
4179,41791,8453.609267048383,2,77,6,8,2,2,0,2,0,16240.9771928138,1,110880.04509582864,2,1,0.0,,0,0,0,246.67418263810598,123.33709131905299,6536.8658399098085,123.33709131905299,2016,SCF,1,0,0.0,3,
4180,41801,7667.479663599521,1,59,4,13,4,1,1,1,0,196141.03225167433,5,222130.10146561443,3,2,0.0,2096.730552423901,0,0,0,9866.967305524238,0.0,24667.418263810596,49211.49943630214,2016,SCF,0,1,0.0,5,0.12827895489405955
4181,41811,2979.7092688912594,1,49,3,9,3,2,1,1,0,249861.18758175077,6,518015.78354002256,4,1,515549.0417136415,,0,0,0,2466.7418263810596,0.0,157871.4768883878,540216.4599774521,2016,SCF,1,0,0.0,4,
4182,41821,5103.287946098232,2,75,6,6,1,2,0,2,0,14991.671254905044,1,9866.967305524238,1,2,0.0,,0,0,0,0.0,0.0,11100.338218714769,1233.3709131905298,2016,SCF,0,1,0.0,2,
4183,41831,1179.4604495800772,2,57,4,9,3,3,1,2,0,52470.84939216765,3,26517.474633596394,2,1,555016.9109357385,,0,0,0,616.6854565952649,0.0,137520.85682074408,555016.9109357385,2016,SCF,1,0,0.0,4,
4184,41841,4676.942322436915,1,65,5,13,4,1,1,1,0,243614.657892207,6,4135862.683201804,5,1,0.0,,0,0,0,201039.45885005637,185005.63697857948,2835643.066516347,0.0,2016,SCF,1,0,0.0,5,
4185,41851,1435.0757826101494,1,51,3,12,4,1,1,2,0,7533314.805589786,6,14001473.280721534,5,1,1110033.821871477,,0,0,0,53034.94926719279,421812.85231116123,11118838.782412628,1726719.2784667418,2016,SCF,1,0,0.0,5,
4186,41861,5851.026293905185,1,28,1,9,3,1,1,1,0,74958.35627452523,3,42218.28635851184,2,1,145537.76775648253,,0,0,0,3700.11273957159,246.67418263810598,5796.84329199549,189285.43404735063,2016,SCF,1,0,0.0,4,
4187,41871,6432.509222904386,1,35,2,8,2,5,1,1,2,32481.9543856276,2,146031.11612175874,3,1,176372.04058624577,,0,0,0,7400.22547914318,33671.02593010147,48718.15107102593,196105.97519729426,2016,SCF,1,0,0.0,3,
4188,41881,3132.039565572536,1,37,2,9,3,1,1,1,3,156163.24223859422,5,25185.43404735062,2,2,0.0,1973.3934611048478,1,1,0,1850.056369785795,0.0,8016.910935738444,81501.14994363021,2016,SCF,0,1,1.0,4,0.15164081632653062
4189,41891,6010.67003293065,1,67,5,9,3,2,0,2,0,119933.37003924036,4,5673.506200676437,1,2,0.0,1480.0450958286358,0,0,0,1233.3709131905298,0.0,4316.798196166855,4440.135287485908,2016,SCF,0,1,0.0,4,0.14808673469387754
4190,41901,4042.9344604508137,1,39,2,8,2,2,1,2,0,26235.424696083825,1,5673.506200676437,1,2,0.0,518.0157835400225,0,0,0,370.01127395715895,0.0,986.6967305524239,986.6967305524239,2016,SCF,0,1,0.0,3,0.23693877551020412
4191,41911,5412.792739794855,1,21,1,9,3,1,1,2,0,10993.892253597032,1,1826.6223224351747,1,2,0.0,719.466366027809,0,0,0,309.576099210823,0.0,1826.6223224351747,0.0,2016,SCF,0,1,0.0,4,0.7853084415584416
4192,41921,3369.5198053053437,2,65,5,13,4,5,1,2,0,109938.92253597034,4,3008191.6572717023,5,1,49334.83652762119,,0,0,0,12333.709131905298,14800.45095828636,1810588.500563698,49334.83652762119,2016,SCF,1,0,0.0,5,
4193,41931,4959.263963532837,1,54,3,8,2,1,1,2,0,9744.586315688279,1,77085.68207440812,2,1,86335.9639233371,,0,1,1,616.6854565952649,0.0,616.6854565952649,86335.9639233371,2016,SCF,1,0,1.0,3,
4194,41941,1237.8247467479569,1,85,6,11,3,1,1,1,0,578428.649251753,6,9716496.054114994,5,1,0.0,,0,0,0,1603382.1871476888,277508.45546786924,6952511.837655017,185005.63697857948,2016,SCF,1,0,0.0,4,
4195,41951,5727.493992612579,1,54,3,9,3,1,1,1,1,137423.6531699629,4,381481.62344983086,3,1,22200.676437429538,,0,0,1,1233.3709131905298,0.0,383578.3540022548,212263.13416009018,2016,SCF,1,0,0.0,4,
4196,41961,5794.055320186317,2,50,3,10,3,1,1,2,0,29983.34250981009,2,234181.3686583991,3,1,81402.48027057498,,0,0,1,616.6854565952649,1.23337091319053,20351.853438556933,93279.84216459977,2016,SCF,1,0,0.0,4,
4197,41971,4588.5819062943365,2,60,4,12,4,1,1,2,0,124930.59379087538,4,142590.01127395715,3,2,0.0,2096.730552423901,0,0,0,4686.809470124013,135.6708004509583,139876.595264938,6166.854565952649,2016,SCF,0,1,0.0,5,0.20139795918367348
4198,41981,373.1740667878315,1,72,5,9,3,1,0,1,0,1808994.9980918756,6,28345330.326944757,5,1,370011.27395715896,,0,0,0,0.0,24667.418263810596,17748207.440811723,1541713.6414881623,2016,SCF,1,0,0.0,4,
4199,41991,3786.071740422177,2,60,4,6,1,1,0,2,1,26235.424696083825,1,1122.3675310033823,1,2,0.0,1110.033821871477,0,1,0,12.333709131905298,0.0,12.333709131905298,6783.540022547914,2016,SCF,0,1,1.0,2,0.507725947521866
4201,42011,3010.3522305778342,1,63,4,12,4,1,1,1,0,122431.98191505787,4,1097330.1014656145,4,1,7400.22547914318,,0,0,0,32067.643742953776,0.0,756056.3697857949,8633.59639233371,2016,SCF,1,0,0.0,5,
4202,42021,6.209364576220144,1,83,6,12,4,1,0,1,0,49972237.51635015,6,875708148.8162345,5,1,0.0,,0,0,0,25950124.01352875,0.0,720337948.1397971,0.0,2016,SCF,1,0,0.0,5,
4203,42031,2724.962468165754,1,38,2,13,4,1,1,1,0,359800.11011772114,6,2135890.0789177003,5,2,0.0,2466.7418263810596,0,0,0,32067.643742953776,60435.174746335964,2099197.294250282,2898.421645997745,2016,SCF,0,1,0.0,5,0.08227040816326528
4204,42041,4238.13334909802,1,72,5,12,4,1,1,1,0,192143.25325036634,5,1390749.0417136415,4,1,88802.70574971815,,0,0,0,5426.832018038332,0.0,1008157.3844419391,88802.70574971815,2016,SCF,1,0,0.0,5,
4205,42051,2326.8483113862776,2,71,5,13,4,2,1,2,0,171154.91349349928,5,18500.56369785795,2,1,326843.29199549044,,0,1,0,14183.765501691094,4686.809470124013,27134.160090191657,440313.4160090192,2016,SCF,1,0,1.0,5,
4206,42061,6216.255311632381,1,49,3,12,4,5,1,1,1,102443.08690851781,4,95709.58286358512,2,1,0.0,555.0169109357385,1,1,0,3700.11273957159,18500.56369785795,54268.320180383314,26394.137542277338,2016,SCF,1,0,1.0,5,0.06501368840219014
4207,42071,4310.748083496406,1,65,5,12,4,1,0,1,0,138672.95910787166,5,1412962.051860203,4,1,0.0,,0,0,0,30834.272829763246,23557.38444193912,871512.2209695603,0.0,2016,SCF,1,0,0.0,5,
4208,42081,137.52064000054176,1,54,3,12,4,1,1,1,3,1071904.4947257107,6,9046405.63697858,5,1,1011364.1488162345,,0,0,0,57845.09582863585,305629.3122886133,883956.9334836528,1011364.1488162345,2016,SCF,1,0,0.0,5,
4209,42091,4770.755611098321,2,58,4,13,4,1,0,2,0,26235.424696083825,1,39591.20631341601,2,1,0.0,925.0281848928975,0,0,0,123.33709131905299,0.0,123.33709131905299,46868.09470124014,2016,SCF,1,0,0.0,5,0.4231049562682217
4210,42101,3665.908046410905,1,25,1,6,1,1,1,1,0,18739.589068631307,1,4057.790304396843,1,2,0.0,912.6944757609921,1,1,0,283.67531003382186,12.333709131905298,1517.0462232243517,172.67192784667418,2016,SCF,0,1,1.0,2,0.5844489795918367
4211,42111,3664.87782177721,2,50,3,8,2,1,0,2,0,16240.9771928138,1,123.33709131905299,1,2,0.0,135.6708004509583,0,0,0,123.33709131905299,0.0,123.33709131905299,0.0,2016,SCF,0,1,0.0,3,0.10024332810047097
4212,42121,5317.613997704646,2,68,5,13,4,1,0,2,1,106191.00472224408,4,237300.56369785796,3,1,40701.24013528749,,0,0,0,29600.90191657272,0.0,41934.611048478015,40701.24013528749,2016,SCF,1,0,0.0,5,
4213,42131,6794.762442679117,1,69,5,5,1,2,0,1,0,97445.8631568828,4,429385.74971815106,3,1,0.0,,1,1,0,1517.0462232243517,9126.944757609921,51345.23111612176,98410.66516347238,2016,SCF,1,0,1.0,2,
4214,42141,4225.971674764564,1,31,1,10,3,1,1,1,1,74958.35627452523,3,-4378.466741826381,1,2,0.0,1048.3652762119505,0,0,0,3700.11273957159,185.00563697857947,3885.118376550169,32931.00338218715,2016,SCF,0,1,0.0,4,0.16783163265306125
4215,42151,322.70954931543986,1,74,5,13,4,1,1,1,0,886757.3547276334,6,9301343.404735062,5,1,240507.32807215332,,0,0,0,31450.958286358513,80169.10935738444,5553252.536640361,240507.32807215332,2016,SCF,1,0,0.0,5,
4216,42161,5323.808456312283,2,39,2,13,4,2,1,2,3,39977.79001308013,2,-86459.30101465614,1,1,86335.9639233371,,1,1,0,135.6708004509583,12.333709131905298,5204.825253664036,221168.0721533258,2016,SCF,1,0,1.0,5,
4217,42171,7302.100981701614,2,74,5,10,3,1,0,2,0,10494.169878433533,1,12.333709131905298,1,2,0.0,259.00789177001127,0,0,0,0.0,0.0,12.333709131905298,0.0,2016,SCF,0,1,0.0,4,0.2961734693877551
4218,42181,1389.3499562950217,1,64,4,8,2,1,1,1,1,674625.2064707271,6,5881699.210822999,5,1,0.0,,0,0,0,18500.56369785795,249140.92446448703,679587.373167982,183772.26606538895,2016,SCF,1,0,0.0,3,
4219,42191,224.71313031076798,1,51,3,12,4,1,1,2,1,680871.7361602708,6,7368836.189402481,5,1,333010.14656144305,,0,0,0,24667.418263810596,394678.69222096953,5175286.020293123,349660.6538895152,2016,SCF,1,0,0.0,5,
4220,42201,9418.49621626391,1,76,6,5,1,1,0,1,0,33731.26032353635,2,179948.8162344983,3,1,0.0,,0,0,0,1356.708004509583,4933.483652762119,10977.001127395715,0.0,2016,SCF,1,0,0.0,2,
4221,42211,1679.3510626684606,1,58,4,12,4,1,1,1,2,228622.98663730195,6,9150008.793686584,5,1,0.0,,0,0,1,39467.86922209695,0.0,3764248.0270574973,276645.09582863585,2016,SCF,1,0,0.0,5,
4222,42221,44.90775006544375,1,66,5,12,4,1,0,1,0,5621876.720589392,6,181093014.43066517,5,1,1245704.6223224353,,0,0,0,0.0,0.0,130378035.85118377,1245704.6223224353,2016,SCF,1,0,0.0,5,
4223,42231,7187.1995756364895,1,60,4,8,2,1,1,2,0,14991.671254905044,1,83252.53664036076,2,1,117170.23675310034,,0,0,1,616.6854565952649,0.0,616.6854565952649,120253.66403607666,2016,SCF,1,0,0.0,3,
4224,42241,27.507931167120454,1,49,3,13,4,1,1,1,5,0.0,1,42399838.556933485,5,1,0.0,,0,0,0,30834.272829763246,2713.416009019166,6447076.437429538,0.0,2016,SCF,1,0,0.0,5,
4225,42251,30.073125690459886,1,82,6,12,4,1,0,1,0,3065172.118659127,6,73665544.53213078,5,1,0.0,,0,0,0,148004.5095828636,0.0,71912924.46448703,7400225.479143179,2016,SCF,1,0,0.0,5,
4226,42261,3741.5755472303654,1,28,1,13,4,1,1,2,0,42476.40188889762,2,-58535.783540022545,1,2,0.0,,0,0,0,2590.078917700113,740.0225479143179,4563.4723788049605,75432.9650507328,2016,SCF,0,1,0.0,5,
4227,42271,1150.022676650587,1,44,2,13,4,5,1,1,2,313575.7904150972,6,2132251.634723788,5,1,468680.94701240136,,0,0,1,18500.56369785795,3453.4385569334836,865579.7068771139,468680.94701240136,2016,SCF,1,0,0.0,5,
4228,42281,4695.375691112697,1,57,4,9,3,2,1,1,0,31232.648447718846,2,162064.93799323562,3,1,0.0,,0,0,0,0.0,0.0,4810.146561443066,0.0,2016,SCF,1,0,0.0,4,
4229,42291,4229.394233879664,1,51,3,8,2,1,1,1,1,73709.05033661648,3,33387.35062006764,2,2,0.0,493.34836527621195,0,0,0,542.6832018038332,3576.7756482525365,26357.136414881625,25037.429537767755,2016,SCF,0,1,0.0,3,0.08031822898650985
4230,42301,4646.1006532238,1,44,2,9,3,1,1,2,0,138672.95910787166,5,217196.61781285232,3,2,0.0,1603.382187147689,0,0,0,9743.630214205186,11347.012401352875,229530.3269447576,12333.709131905298,2016,SCF,0,1,0.0,4,0.13874793160507448
4231,42311,2821.8335163771694,1,54,3,12,4,1,1,1,0,126179.89972878415,4,745819.3912063134,4,1,37001.1273957159,,0,0,0,2096.730552423901,61668.54565952649,468310.9357384442,37494.47576099211,2016,SCF,1,0,0.0,5,
4232,42321,5040.280711156859,2,59,4,13,4,2,0,2,0,4997.223751635016,1,179430.80045095828,3,1,139370.9131905299,,1,1,1,1603.382187147689,0.0,1702.0518602029313,144304.396843292,2016,SCF,1,0,1.0,5,
4233,42331,539.8166260034984,1,60,4,12,4,1,1,1,3,1063159.3531603494,6,13613948.13979707,5,1,308342.7282976325,,0,0,0,24667.418263810596,0.0,4686809.470124014,339177.0011273957,2016,SCF,1,0,0.0,5,
4234,42341,5396.932162892422,1,50,3,6,1,3,1,1,1,143670.1828595067,5,138593.88951521984,3,1,88802.70574971815,,0,0,0,394.67869222096954,0.0,81797.15896279595,97004.62232243517,2016,SCF,1,0,0.0,2,
4235,42351,3810.878073814097,1,38,2,8,2,2,1,1,6,59966.68501962018,3,-22017.644193912063,1,2,0.0,925.0281848928975,0,1,0,555.0169109357385,0.0,6561.533258173619,41983.94588500564,2016,SCF,0,1,1.0,3,0.18510841836734696
4236,42361,5703.920944806301,1,78,6,7,1,2,0,2,0,13742.365316996293,1,320.67643742953777,1,2,0.0,345.34385569334836,0,0,0,0.0,246.67418263810598,320.67643742953777,0.0,2016,SCF,0,1,0.0,2,0.3015584415584415
4237,42371,2746.58437517335,1,51,3,12,4,1,1,2,1,114936.14628760536,4,852505.9751972943,4,1,271341.60090191656,,0,0,0,30834.272829763246,0.0,637652.7621195039,271341.60090191656,2016,SCF,1,0,0.0,5,
4238,42381,3646.468905657036,1,53,3,12,4,1,1,1,0,1249305.9379087538,6,10203677.564825254,5,1,0.0,,0,0,0,13567.080045095829,1672450.9582863585,8342520.856820744,0.0,2016,SCF,1,0,0.0,5,
4239,42391,4267.915971584358,2,24,1,12,4,1,1,2,0,77456.96815034273,3,-14615.44532130778,1,2,0.0,,0,0,0,18500.56369785795,0.0,18870.574971815106,33486.020293122885,2016,SCF,0,1,0.0,5,
4240,42401,4579.888654175244,2,59,4,8,2,5,0,2,0,18739.589068631307,1,0.0,1,2,0.0,308.34272829763245,0,0,0,0.0,0.0,0.0,0.0,2016,SCF,0,1,0.0,3,0.19744897959183672
4241,42411,5151.311682547495,1,61,4,8,2,1,0,2,0,16240.9771928138,1,-727.6888387824126,1,2,0.0,123.33709131905299,0,1,0,616.6854565952649,61.668545659526494,678.3540022547915,1406.042841037204,2016,SCF,0,1,1.0,3,0.09113029827315541
4242,42421,4571.22205880254,2,50,3,8,2,2,1,2,0,4372.570782680638,1,2898.421645997745,1,2,0.0,863.3596392333709,0,0,0,0.0,0.0,2898.421645997745,0.0,2016,SCF,0,1,0.0,3,0.8708778584434914
4243,42431,3965.3449206390515,1,40,2,12,4,1,1,1,1,162409.771928138,5,368777.9030439684,3,1,360144.30665163475,,0,0,0,5550.1691093573845,37001.1273957159,250497.63246899663,377534.8365276212,2016,SCF,1,0,0.0,5,
4244,42441,5093.1119419222105,1,38,2,12,4,1,1,1,0,42476.40188889762,2,34207.542277339344,2,1,17267.19278466742,,0,1,0,308.34272829763245,18.50056369785795,2793.5851183765503,97843.31454340473,2016,SCF,1,0,1.0,5,
4245,42451,7637.744075883464,2,83,6,12,4,1,0,2,0,31232.648447718846,2,285155.3551296505,3,1,24667.418263810596,,0,0,0,1480.0450958286358,0.0,1480.0450958286358,24667.418263810596,2016,SCF,1,0,0.0,5,
4246,42461,593.9009365419713,1,55,4,11,3,1,1,1,0,138672.95910787166,5,1317610.146561443,4,1,0.0,,0,0,0,27134.160090191657,16280.496054114994,581164.3742953776,6660.202931228861,2016,SCF,1,0,0.0,4,
4247,42471,321.48623532225486,1,61,4,14,4,1,1,1,0,2011382.5600330934,6,85307307.91431792,5,1,0.0,,0,0,1,579684.329199549,0.0,58282942.50281849,0.0,2016,SCF,1,0,0.0,5,
4248,42481,47.55169273547757,1,64,4,13,4,1,1,1,0,17615213.724513426,6,183813583.99098083,5,1,277508.45546786924,,0,0,0,2433440.8117249156,0.0,37792334.83652762,647519.7294250282,2016,SCF,1,0,0.0,5,
